g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P00199,B3GALT6,615291,17978,BETA3GALT6,B3GALT6-related spondyloepimetaphyseal dysplasia with joint laxity,271640,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000774; HP:0003300; HP:0001083; HP:0100864; HP:0002986; HP:0000160; HP:0000274; HP:0001027; HP:0008012; HP:0000175; HP:0008818; HP:0010049; HP:0003421; HP:0002974; HP:0004322; HP:0007469; HP:0000470; HP:0001388; HP:0001653; HP:0001075; HP:0001263; HP:0009836; HP:0000592; HP:0003100; HP:0002673; HP:0000007; HP:0000904; HP:0001763; HP:0000894; HP:0003083; HP:0000887; HP:0002209; HP:0000954; HP:0001762; HP:0009906; HP:0008824; HP:0001647; HP:0003048; HP:0001822; HP:0001252; HP:0002651; HP:0003301; HP:0002176; HP:0001166; HP:0003016; HP:0002857; HP:0003026; HP:0000878; HP:0001629; HP:0000218; HP:0002827; HP:0001631; HP:0001508; HP:0002751; HP:0001939; HP:0000193; HP:0000272; HP:0000256; HP:0000974; HP:0000431; HP:0000938; HP:0001840; HP:0010550; HP:0000343; HP:0000300; HP:0000520; HP:0001597; HP:0003510; HP:0001547,23664117,DD; Eye; Skeletal,,2023-05-24 09:07:26+00:00
G2P00200,CHRDL1,300350,29861,CHL; MGC1; NRLN1,CHRDL1-related megalocornea,309300,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0011487; HP:0007819; HP:0100693; HP:0007705; HP:0007836; HP:0001419; HP:0000483; HP:0001084; HP:0001132; HP:0001417; HP:0000485; HP:0000518,22284829; 26020825; 25712132,DD; Eye,,2017-09-28 16:06:57+00:00
G2P00204,TMEM114,611579,33227,,TMEM114-related congenital and juvenile cataract,611579,,monoallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,,17492639; 24357539,DD; Eye,,2017-08-31 15:20:24+00:00
G2P00209,NDP,300658,7678,EVR2; NORRIN,NDP-related Norrie disease,310600,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0000726; HP:0000618; HP:0008052; HP:0000594; HP:0001730; HP:0000518; HP:0000541; HP:0007973; HP:0000648; HP:0000718; HP:0000667; HP:0001250; HP:0006887; HP:0001419; HP:0000709; HP:0007759; HP:0007676; HP:0000555; HP:0000407; HP:0001249; HP:0000568; HP:0000738,9382152; 8240113; 8990009; 1303264; 8790105; 1307245; 8069314; 7814011; 17334993; 8268931; 9143918; 7627181; 17296899; 16163268; 24801666,DD; Eye,,2017-04-20 13:36:06+00:00
G2P00211,BCOR,300485,20893,FLJ20285; KIAA1575,BCOR-related syndromic microphthalmia ,300166,,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0000574; HP:0000276; HP:0001643; HP:0001256; HP:0000528; HP:0001126; HP:0000455; HP:0000175; HP:0000572; HP:0000677; HP:0000689; HP:0000577; HP:0001153; HP:0002974; HP:0004322; HP:0001650; HP:0000456; HP:0011069; HP:0011090; HP:0001765; HP:0000482; HP:0007968; HP:0007733; HP:0010722; HP:0000501; HP:0006335; HP:0004691; HP:0000581; HP:0040080; HP:0000684; HP:0000176; HP:0001634; HP:0001629; HP:0000599; HP:0001631; HP:0000407; HP:0011324; HP:0000193; HP:0000358; HP:0000275; HP:0000568; HP:0030027; HP:0000343; HP:0000426; HP:0000252; HP:0007833; HP:0000508; HP:0001549; HP:0001423,15957158; 15004558; 19367324; 15770227; 28317252; 31048080; 29974297; 23557072; 25337074; 26108280; 26196063; 29058245,DD; Eye,,2017-05-10 16:46:51+00:00
G2P00214,FREM2,608945,25396,DKFZP686J0811,FREM2-related Fraser syndrome,617666,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000204; HP:0000452; HP:0000618; HP:0004112; HP:0000528; HP:0002244; HP:0007633; HP:0001126; HP:0008678; HP:0000175; HP:0000089; HP:0004378; HP:0000057; HP:0000430; HP:0001362; HP:0000689; HP:0008609; HP:0000238; HP:0000636; HP:0006610; HP:0008559; HP:0010554; HP:0005280; HP:0000678; HP:0001607; HP:0000413; HP:0002084; HP:0005352; HP:0000007; HP:0006714; HP:0001627; HP:0000377; HP:0002536; HP:0000183; HP:0000047; HP:0007957; HP:0001602; HP:0000378; HP:0009601; HP:0003183; HP:0000405; HP:0007993; HP:0005950; HP:0000028; HP:0002089; HP:0002475; HP:0007925; HP:0000445; HP:0002223; HP:0009767; HP:0000054; HP:0002006; HP:0001249; HP:0000431; HP:0000316; HP:0000813; HP:0001551; HP:0000561; HP:0000148; HP:0000252; HP:0005325; HP:0000369; HP:0000777,,DD; Eye,,2025-01-27 23:03:27+00:00
G2P00219,LRAT,604863,6685,LCA14,LRAT-related Leber congenital amaurosis,608553,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0000543; HP:0000980; HP:0000550; HP:0000662; HP:0000639; HP:0011463; HP:0000007; HP:0000510; HP:0000654; HP:0000613; HP:0007875; HP:0002527; HP:0000556,,DD; Eye,,2015-07-22 16:14:22+00:00
G2P00231,HESX1,601802,4877,ANF; RPX,HESX1-related septooptic dysplasia,182230,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,,DD; Eye,,2025-01-21 13:38:46+00:00
G2P00239,CRYGC,123680,2410,CRYG3,CRYGC-related congenital cataract,604307,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000646; HP:0008024; HP:0000639; HP:0010693; HP:0000482; HP:0000505; HP:0000006,10521291; 10914683; 12011157; 18618005; 19204787; 28298635,DD; Eye,,2024-08-19 15:32:01+00:00
G2P00240,OCRL,300535,8108,DENT-2; OCRL1,OCRL-related Lowe oculocerebrorenal syndrome,309000,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0003646; HP:0000733; HP:0006297; HP:0002756; HP:0001225; HP:0001371; HP:0000926; HP:0004322; HP:0000083; HP:0003355; HP:0002049; HP:0000505; HP:0000501; HP:0000718; HP:0003148; HP:0007948; HP:0001250; HP:0001382; HP:0002019; HP:0002748; HP:0001482; HP:0001419; HP:0007109; HP:0002857; HP:0100490; HP:0007663; HP:0001319; HP:0000028; HP:0002119; HP:0003109; HP:0002808; HP:0002827; HP:0001508; HP:0001284; HP:0002749; HP:0005984; HP:0025131; HP:0001994; HP:0001249; HP:0000568; HP:0004639; HP:0009473; HP:0003124; HP:0000093,9632163; 9199559,DD; Eye; Skin,,2019-09-16 15:47:08+00:00
G2P00245,PET100,614770,40038,C19ORF79,PET100-related mitochondrial complex IV deficiency,220110,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0001427; HP:0002747; HP:0012240; HP:0002151; HP:0000093; HP:0002240; HP:0002880; HP:0003355; HP:0003688; HP:0000007; HP:0000648; HP:0006565; HP:0001250; HP:0001903; HP:0001252; HP:0003128; HP:0001251; HP:0000124; HP:0001410; HP:0003109; HP:0001270; HP:0001508; HP:0000580; HP:0000407; HP:0003076; HP:0001994; HP:0001249; HP:0002490; HP:0002875; HP:0001639; HP:0000508; HP:0003546,,DD; Eye,,2018-01-22 16:17:43+00:00
G2P00257,SCAPER,611611,13081,ZFP291; ZNF291,SCAPER-related neurodevelopmental disorder and retinitis pigmentosa,,,biallelic_autosomal,,strong,decreased gene product level; absent gene product; altered gene product structure,frameshift_variant; splice_acceptor_variant; missense_variant; stop_gained,loss of function,inferred,,HP:0007737; HP:0000543; HP:0000550; HP:0001249; HP:0007018; HP:0000007; HP:0000510; HP:0007843,21937992; 28794130; 28041643; 37160720; 31192531; 31069901; 30561111; 29302074; 30723319,DD; Eye,,2015-07-22 16:14:24+00:00
G2P00263,C12orf57,615140,29521,C10; GRCC10,"C12orf57-related Temtamy syndrome; coloboma, hypoplastic corpus callosum, and intellectual disability",218340,,biallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0001885; HP:0003593; HP:0001083; HP:0000276; HP:0000444; HP:0001256; HP:0000612; HP:0000394; HP:0000685; HP:0000567; HP:0000678; HP:0001263; HP:0002007; HP:0000007; HP:0001763; HP:0001659; HP:0001762; HP:0001274; HP:0002553; HP:0000494; HP:0000545; HP:0002119; HP:0002827; HP:0000316; HP:0001724; HP:0000343; HP:0000347; HP:0000369,23453666; 24798461,DD; Eye,,2018-01-21 17:15:28+00:00
G2P00266,MOCS1,603707,7190,MOCOD; MOCS1A; MOCS1B,MOCS1-related molybdenum cofactor deficiency,603707,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,DD; Eye,,2018-01-23 17:30:03+00:00
G2P00268,SH3PXD2B,613293,29242,FLJ20831; KIAA1295,SH3PXD2B-related Frank-ter Haar syndrome,249420,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002564; HP:0001090; HP:0003015; HP:0000316; HP:0006487; HP:0000270; HP:0000293; HP:0004611; HP:0003026; HP:0000501; HP:0000520; HP:0000689; HP:0000347; HP:0005731,20137777; 15523657; 7158646,DD; Eye; Skeletal,,2025-01-27 23:01:28+00:00
G2P00271,KAT6B,605880,17582,MORF; MOZ2; MYST4; QKF; QUERKOPF; ZC2HC6B,KAT6B-related Say-Barber-Biesecker-Young-Simpson syndrome,603736,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,30569622; 30353918; 29226580; 28758091; 28426343; 28232779; 27696664; 26370006; 26334766; 25424711; 24458743; 23436491; 22077973; 28696035; 30921092; 31302922; 31326210; 31871732; 32391291; 33136874; 34096026; 35707592; 36453961; 37646730; 37658610; 38178270,DD; Eye,,2020-04-30 07:57:08+00:00
G2P00280,TRPM1,603576,7146,CSNB1C; LTRPC1; MLSN1,"TRPM1-related night blindness, congenital stationary",613216,MONDO:0013183,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000512; HP:0000958; HP:0007984; HP:0000639; HP:0000964; HP:0007642; HP:0000545; HP:0007663,19896113; 19896109; 19878917; 20300565,DD; Eye,,2015-07-22 16:14:25+00:00
G2P00283,STS,300747,11425,ARSC; ARSC1,STS-related ichthyosis,308100,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0001939; HP:0001249; HP:0001419; HP:0008064; HP:0007431; HP:0007759; HP:0000135; HP:0000028; HP:0002664,3032454; 9252398; 1539590,DD; Eye; Skin,,2017-09-01 16:19:16+00:00
G2P00291,STRA6,610745,30650,FLJ12541,STRA6-related syndromic microphthalmia,601186,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001511; HP:0001643; HP:0001660; HP:0000528; HP:0005156; HP:0007633; HP:0000776; HP:0005944; HP:0000089; HP:0006270; HP:0004935; HP:0002093; HP:0004322; HP:0001636; HP:0000007; HP:0000125; HP:0000013; HP:0001252; HP:0000581; HP:0005311; HP:0001629; HP:0000028; HP:0002089; HP:0001750; HP:0001642; HP:0001631; HP:0002187; HP:0000085; HP:0000431; HP:0000813; HP:0000126; HP:0000023; HP:0002627; HP:0009110; HP:0000347; HP:0001680; HP:0000369; HP:0004712,21901792; 11857549; 17273977; 19839040; 17503335,DD; Eye,,2015-07-22 16:14:25+00:00
G2P00294,FKRP,606596,17997,FKTR; LGMD2I; MDC1C,FKRP-related congenital alpha-dystroglycanopathy with brain and eye anomalies,613153,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0003749; HP:0001305; HP:0007033; HP:0000589; HP:0001272; HP:0003324; HP:0002093; HP:0003674; HP:0000518; HP:0003394; HP:0007126; HP:0000238; HP:0001712; HP:0000541; HP:0002355; HP:0003551; HP:0006829; HP:0002194; HP:0007968; HP:0003307; HP:0003458; HP:0002877; HP:0008981; HP:0002515; HP:0000007; HP:0008872; HP:0003819; HP:0003701; HP:0002350; HP:0001644; HP:0001302; HP:0003326; HP:0007957; HP:0003236; HP:0001321; HP:0003560; HP:0008305; HP:0000545; HP:0003547; HP:0001319; HP:0002119; HP:0003733; HP:0002808; HP:0003741; HP:0000158; HP:0003828; HP:0002948; HP:0010628; HP:0007260; HP:0002187; HP:0005162; HP:0001249; HP:0000568; HP:0002359; HP:0002365; HP:0001771; HP:0003577; HP:0000252; HP:0002111; HP:0003724; HP:0002500,12707439; 11741828; 14523375; 15121789; 11053680; 11071142; 14652796; 11592034; 14647208; 12654965; 17336067; 26833294; 24139536,DD; Eye,,2015-07-22 16:14:26+00:00
G2P00295,HCCS,300056,4837,CCHL; MLS,HCCS-related linear skin defects with microphthalmia,309801,,monoallelic_X_heterozygous,,moderate,absent gene product,,loss of function,inferred,,HP:0000612; HP:0000776; HP:0000238; HP:0004322; HP:0000518; HP:0002623; HP:0002023; HP:0001331; HP:0005152; HP:0000647; HP:0000013; HP:0001250; HP:0001545; HP:0001274; HP:0000047; HP:0006887; HP:0000041; HP:0007398; HP:0000365; HP:0001629; HP:0008665; HP:0001631; HP:0000580; HP:0001939; HP:0000054; HP:0011675; HP:0000568; HP:0000252; HP:0001423,17033964; 24735900; 17893649,DD; Eye; Skin,,2017-09-01 16:19:15+00:00
G2P00306,INPP5E,613037,21474,CORS1; JBTS1; PHARBIN; PPI5PIV,INPP5E-related Joubert syndrome,213300,,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0002876; HP:0000588; HP:0010808; HP:0011933; HP:0000463; HP:0000286; HP:0001162; HP:0000369; HP:0000567; HP:0000107; HP:0007271; HP:0100951; HP:0001760; HP:0000657; HP:0001263; HP:0003812; HP:0007973; HP:0000007; HP:0002871; HP:0001320; HP:0000718; HP:0002508; HP:0002195; HP:0001252; HP:0002419; HP:0002553; HP:0200096; HP:0002790; HP:0000752; HP:0001251; HP:0002335; HP:0000158; HP:0001395; HP:0010828; HP:0000256; HP:0001249; HP:0002365; HP:0000742; HP:0000570; HP:0000508; HP:0000556; HP:0007772,19668216,DD; Eye,,2015-07-22 16:14:26+00:00
G2P00310,RAX,601881,18662,RAX1; RX,RAX-related microphthalmia isolated,611038,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000528; HP:0000568; HP:0009755; HP:0000007; HP:0000647,18783408; 14662654,DD; Eye,,2017-09-14 23:36:38+00:00
G2P00312,B3GALNT2,610194,28596,MGC39558,"B3GALNT2-related muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A",615181,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002126; HP:0002350; HP:0000541; HP:0007260; HP:0000618; HP:0003236; HP:0000568; HP:0006829; HP:0007033; HP:0000007; HP:0001321; HP:0003560; HP:0000609; HP:0000545; HP:0000238; HP:0000518,23453667; 29791932,DD; Eye,,2018-06-01 10:02:45+00:00
G2P00314,BBS5,603650,970,DKFZP762I194,BBS5-related Bardet-Biedl syndrome,615983,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0007707; HP:0000026; HP:0001773; HP:0002240; HP:0000750; HP:0001162; HP:0001513; HP:0000135; HP:0000518; HP:0001159; HP:0001712; HP:0002251; HP:0008734; HP:0000678; HP:0001263; HP:0000822; HP:0000505; HP:0000007; HP:0007754; HP:0002099; HP:0000510; HP:0000501; HP:0002370; HP:0001829; HP:0001080; HP:0001007; HP:0000077; HP:0000668; HP:0009806; HP:0000639; HP:0010442; HP:0001156; HP:0000483; HP:0000365; HP:0002167; HP:0001251; HP:0000545; HP:0001328; HP:0000218; HP:0000819; HP:0000137; HP:0001395; HP:0000054; HP:0000256; HP:0001249; HP:0000486; HP:0000858; HP:0009466; HP:0000148; HP:0002141; HP:0000556,15137946; 18203199,DD; Eye,,2025-01-21 22:08:31+00:00
G2P00318,ABCB6,605452,47,EST45597; MTABC3; UMAT,"ABCB6-related microphthalmia, isolated, with coloboma",614497,,monoallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000612; HP:0000567; HP:0000568; HP:0000006,22226084,DD; Eye,,2017-11-01 21:59:58+00:00
G2P00327,PLXND1,604282,9107,KIAA0620,PLXND1-related Moebius syndrome,157900,,monoallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,,26068067,DD; Eye,,2025-01-16 15:06:04+00:00
G2P00341,GALT,606999,4135,,GALT-related galactosemia,230400,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003355; HP:0001508; HP:0008209; HP:0012023; HP:0002013; HP:0002014; HP:0004918; HP:0012024; HP:0001249; HP:0000815; HP:0001394; HP:0001878; HP:0000007; HP:0002240; HP:0001942; HP:0001410; HP:0000518,1610789; 10439960; 9012409; 2233247; 9222760; 2011574; 8869397; 1897530,DD; Eye,,2019-10-16 16:05:40+00:00
G2P00343,LYST,606897,1968,CHS; CHS1; MAUVE,LYST-related  Chediak-Higashi syndrome,214500,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002958; HP:0006824; HP:0002240; HP:0001104; HP:0000230; HP:0001265; HP:0000505; HP:0000007; HP:0005429; HP:0005599; HP:0001337; HP:0007133; HP:0001882; HP:0001250; HP:0001903; HP:0001288; HP:0001324; HP:0000639; HP:0001892; HP:0000762; HP:0001873; HP:0001010; HP:0002716; HP:0000613; HP:0009027; HP:0000952; HP:0005592; HP:0001249; HP:0000486; HP:0005406; HP:0001022; HP:0007730; HP:0001744; HP:0002180,11857544; 9215680; 8896560; 8751863; 10482950; 9215679; 8751864,DD; Eye; Skin,,2025-01-21 21:38:14+00:00
G2P00344,ZEB2,605802,14881,KIAA0569; SIP-1; SIP1; ZFHX1B,ZEB2-related Mowat-Wilson syndrome,235730,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002342; HP:0002013; HP:0002558; HP:0003270; HP:0001643; HP:0000612; HP:0002307; HP:0009765; HP:0004322; HP:0009909; HP:0002251; HP:0003720; HP:0004298; HP:0000006; HP:0002079; HP:0000565; HP:0000490; HP:0005274; HP:0001250; HP:0011229; HP:0001252; HP:0002019; HP:0000307; HP:0000494; HP:0001274; HP:0000047; HP:0000684; HP:0000767; HP:0000687; HP:0000176; HP:0000378; HP:0001629; HP:0000028; HP:0000048; HP:0001270; HP:0001642; HP:0001631; HP:0000768; HP:0009748; HP:0001939; HP:0001344; HP:0001249; HP:0000431; HP:0000316; HP:0004415; HP:0004961; HP:0000252; HP:0000508; HP:0001547,16532472; 9719364; 11891681; 11279515; 16688751; 12920073; 12451214; 11592033; 16088920; 11595972,DD; Eye,,2025-01-21 21:18:55+00:00
G2P00345,TTC8,608132,20087,BBS8; RP51,TTC8-related retinitis pigmentosa,613464,,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0007737; HP:0000505; HP:0000007; HP:0008323; HP:0000510; HP:0007843; HP:0000556,20451172; 26195043; 25776555,DD; Eye,,2015-07-22 16:14:28+00:00
G2P00364,PEX1,602136,8850,ZWS; ZWS1,PEX1-related peroxisome biogenesis disorder,,,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,HP:0000707; HP:0010696; HP:0000444; HP:0003011; HP:0000598; HP:0000463; HP:0000478; HP:0002570; HP:0000286; HP:0002240; HP:0000750; HP:0000939; HP:0000369; HP:0000107; HP:0001271; HP:0025031; HP:0001265; HP:0001999; HP:0001263; HP:0002007; HP:0001394; HP:0001290; HP:0000007; HP:0000457; HP:0000510; HP:0010655; HP:0000648; HP:0000268; HP:0000954; HP:0000565; HP:0008167; HP:0001250; HP:0001252; HP:0003146; HP:0000924; HP:0001892; HP:0002415; HP:0000218; HP:0001319; HP:0003159; HP:0000119; HP:0000512; HP:0000407; HP:0001939; HP:0001508; HP:0001395; HP:0000272; HP:0001249; HP:0000431; HP:0011800; HP:0003455; HP:0000846; HP:0003577; HP:0000556; HP:0000152,9398847,DD; Eye; Skin,,2025-01-16 15:03:32+00:00
G2P00365,TREX1,606609,12269,AGS1; DRN3,TREX1-related Aicardi-Goutieres syndrome,225750,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0009709; HP:0000967; HP:0002135; HP:0002240; HP:0008936; HP:0001945; HP:0009710; HP:0002421; HP:0002059; HP:0000253; HP:0001263; HP:0001433; HP:0001063; HP:0002352; HP:0002910; HP:0000006; HP:0000007; HP:0001257; HP:0007321; HP:0000979; HP:0004394; HP:0001250; HP:0002071; HP:0000639; HP:0001873; HP:0002448; HP:0001332; HP:0006579; HP:0002062; HP:0002187; HP:0000486; HP:0009704; HP:0001744; HP:0008872,16845398; 17357087,DD; Eye,,2025-01-28 17:59:57+00:00
G2P00370,GNPAT,602744,4416,DAP-AT; DAPAT; DHAPAT,GNPAT-related rhizomelic chondrodysplasia punctata,222765,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0002832; HP:0000463; HP:0001371; HP:0008838; HP:0000518; HP:0006375; HP:0005280; HP:0000007; HP:0000348; HP:0001252; HP:0003301; HP:0000218; HP:0001508; HP:0002644; HP:0000239; HP:0008905; HP:0001249; HP:0000431; HP:0000938; HP:0000252; HP:0005792; HP:0000347,9843043; 1405476; 9536089; 21990100,DD; Eye; Skeletal,,2023-05-24 09:07:27+00:00
G2P00384,OFD1,300170,2567,71-7A; CXORF5; JBTS10; RP23,OFD1-related Joubert syndrome,300804,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0002002; HP:0001182; HP:0000463; HP:0010806; HP:0000286; HP:0000175; HP:0000996; HP:0001169; HP:0000470; HP:0006610; HP:0000219; HP:0000510; HP:0000954; HP:0002090; HP:0000268; HP:0001762; HP:0008872; HP:0009381; HP:0001252; HP:0002419; HP:0006887; HP:0010442; HP:0001419; HP:0003196; HP:0000474; HP:0000154; HP:0000218; HP:0000003; HP:0001510; HP:0000445; HP:0002788; HP:0010864; HP:0002719; HP:0000358; HP:0000054; HP:0000280; HP:0000256; HP:0001249; HP:0000316; HP:0000431; HP:0006801; HP:0001374; HP:0100259; HP:0009466; HP:0000023; HP:0001792; HP:0000556; HP:0000369; HP:0001547,16783569; 22353940; 19800048,DD; Eye,,2025-01-21 22:26:05+00:00
G2P00390,ALDH18A1,138250,9722,GSAS; P5CS; PYCS; SPG9,ALDH18A1-related developmental disorder-joint hypermobility-skin laxity with or without metabolic abnormalities,612652,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0000601; HP:0001511; HP:0000160; HP:0000973; HP:0000430; HP:0001084; HP:0001347; HP:0004322; HP:0000518; HP:0001388; HP:0006957; HP:0000248; HP:0001263; HP:0003812; HP:0002007; HP:0000007; HP:0010537; HP:0000400; HP:0001762; HP:0000273; HP:0001250; HP:0001382; HP:0001252; HP:0001848; HP:0003693; HP:0007957; HP:0000767; HP:0000963; HP:0007394; HP:0001987; HP:0002750; HP:0001181; HP:0000545; HP:0003745; HP:0000028; HP:0001508; HP:0000239; HP:0001249; HP:0000486; HP:0000316; HP:0008070; HP:0001374; HP:0005328; HP:0000023; HP:0000252; HP:0001373; HP:0000446; HP:0001537; HP:0002305; HP:0000369; HP:0002645,18478038; 24767728,DD; Eye,,2015-07-22 16:14:30+00:00
